record_date,monthly_expenses_usd,monthly_income_usd,savings_usd,monthly_emi_usd,debt_to_income_ratio,credit_score
2024-06-09,3555.25,5029.39,56382.78,0.0,0.0,402
2021-09-02,4809.63,5622.9,239725.51,0.0,0.0,310
2023-10-20,3693.56,6084.15,131030.79,24018.63,3.95,316
2021-10-30,343.57,824.98,84464.8,3365.78,4.08,743
2022-02-15,737.36,2358.92,5081.73,948.43,0.4,697
2024-08-10,1034.57,3037.12,212857.71,0.0,0.0,632
2024-05-21,309.86,500.0,3894.89,4939.79,9.88,378
2024-07-18,2103.65,3371.34,342360.74,3539.78,1.05,583
2025-07-09,1370.72,3849.36,89135.68,0.0,0.0,755
2023-03-11,1493.72,3558.73,199310.34,0.0,0.0,800
2022-02-13,1575.17,3075.19,263732.84,2449.42,0.8,425
2025-06-12,2975.54,6330.91,278280.74,0.0,0.0,499
2025-02-24,3601.13,5373.92,127382.58,355.8,0.07,657
2023-08-19,2385.28,3398.88,312338.05,4147.44,1.22,726
2025-02-28,4961.43,6559.37,116925.78,0.0,0.0,760
2023-01-30,2162.17,5268.72,501175.97,0.0,0.0,553
2024-07-23,912.22,1080.17,107962.94,0.0,0.0,446
2025-01-15,385.4,729.35,69513.73,17293.37,23.71,484
2025-06-01,2942.92,4313.54,476284.99,0.0,0.0,728
2025-05-03,2441.25,4328.95,199056.14,0.0,0.0,824
2023-01-16,930.76,1235.98,47399.84,9550.23,7.73,829
2021-09-02,1788.23,3121.25,79359.55,4680.02,1.5,425
2025-02-07,1111.02,3586.62,395587.12,25138.82,7.01,474
2025-01-22,1038.17,1867.58,209597.38,6638.29,3.55,344
2025-01-19,3493.49,4127.08,415847.72,0.0,0.0,340
2024-10-23,2087.0,2805.11,142769.37,2010.79,0.72,464
2021-12-24,2190.55,3610.48,316709.54,0.0,0.0,805
2022-08-06,2349.02,6994.86,280817.67,538.33,0.08,611
2022-09-09,4586.2,6920.84,441656.33,0.0,0.0,451
2025-07-03,3277.38,7369.71,316336.97,1886.0,0.26,654
2021-12-26,3938.24,4831.49,261749.67,0.0,0.0,714
2024-03-08,3481.89,4518.89,55878.69,0.0,0.0,601
2023-11-22,5217.82,6406.13,102456.38,7297.96,1.14,379
2022-04-16,2343.6,3712.27,15414.12,0.0,0.0,609
2023-01-17,1427.05,2131.11,161191.53,0.0,0.0,359
2025-01-30,1151.89,2100.0,20475.37,0.0,0.0,811
2023-11-08,2527.06,4142.0,28569.64,0.0,0.0,793
2021-11-23,2331.5,4672.97,102517.76,3125.23,0.67,816
2025-03-04,378.31,694.47,37143.14,0.0,0.0,553
2021-08-26,3386.9,6190.27,342509.66,0.0,0.0,375
2023-02-05,3723.35,5605.4,456671.91,6912.61,1.23,585
2021-08-03,2069.77,5586.64,353580.12,6424.8,1.15,704
2025-06-26,1834.8,4401.89,256979.37,0.0,0.0,826
2022-12-18,4306.27,5850.99,456459.37,21613.99,3.69,635
2021-10-20,543.09,903.18,46941.73,2043.83,2.26,458
2023-12-19,430.58,1296.93,83288.61,3177.63,2.45,787
2023-10-17,2224.22,3445.94,207659.5,322.07,0.09,697
2025-02-18,1929.63,3983.12,398459.88,19887.19,4.99,490
2023-10-11,2374.13,7469.58,125107.14,0.0,0.0,356
2023-10-09,345.76,765.21,33850.87,0.0,0.0,619
2021-12-21,2696.74,4197.72,236751.67,2585.54,0.62,796
2025-07-17,2029.21,2661.78,37300.61,170.94,0.06,496
2023-01-20,2643.79,3150.68,135552.03,0.0,0.0,585
2025-02-07,3234.03,4674.29,484312.88,0.0,0.0,508
2022-10-15,961.99,1866.08,186391.51,0.0,0.0,386
2024-05-19,4379.46,5141.5,432694.2,0.0,0.0,623
2022-01-16,329.29,500.0,28380.75,32297.26,64.59,403
2021-08-12,4327.66,6224.21,524194.13,2273.7,0.37,583
2022-03-14,810.17,1119.51,126747.67,0.0,0.0,622
2025-03-11,2394.42,6404.08,221429.41,0.0,0.0,350
2024-04-17,4778.51,6686.55,58076.06,0.0,0.0,569
2023-10-03,4343.46,6271.41,58568.9,0.0,0.0,515
2021-09-22,1432.12,2693.17,287012.36,0.0,0.0,791
2023-12-06,860.53,1260.72,31008.36,0.0,0.0,352
2025-04-01,1713.53,3597.66,393453.79,0.0,0.0,515
2022-08-30,1535.84,2319.74,241407.77,0.0,0.0,440
2022-07-12,4801.43,5437.99,315156.29,0.0,0.0,583
2024-09-04,2508.5,4917.27,313249.6,0.0,0.0,415
2021-09-19,3596.83,4560.81,503191.63,0.0,0.0,421
2024-02-08,2383.06,3939.31,289835.6,0.0,0.0,791
2021-12-01,3950.77,5673.35,391720.54,0.0,0.0,723
2023-02-09,969.91,2475.38,274419.9,0.0,0.0,707
2025-04-07,4156.55,5586.23,646624.46,1832.9,0.33,819
2024-01-07,276.07,500.0,28927.52,4864.99,9.73,340
2023-12-24,1833.07,3429.4,238633.49,0.0,0.0,814
2021-12-30,211.66,500.0,19818.04,3290.72,6.58,428
2023-03-24,1002.98,2894.13,274910.13,8818.79,3.05,346
2023-08-12,3673.09,4789.55,17715.25,0.0,0.0,323
2021-10-30,2474.28,3823.38,452014.22,787.2,0.21,831
2025-06-30,1515.87,3308.77,251101.87,783.42,0.24,470
2023-01-02,5048.21,7502.06,584836.34,928.75,0.12,667
2021-09-20,4934.3,5529.19,454191.55,27397.77,4.96,395
2023-08-28,975.13,1635.4,148080.86,1280.5,0.78,349
2021-11-23,971.28,1711.15,143327.73,17192.62,10.05,594
2022-07-06,885.31,1710.9,131134.15,11429.94,6.68,657
2021-09-06,3085.92,7610.92,779617.78,8435.49,1.11,330
2022-01-26,3578.98,4276.19,380720.46,0.0,0.0,799
2023-07-01,2273.84,4584.12,448039.81,3944.11,0.86,324
2022-04-24,1507.21,4702.34,300348.37,8379.06,1.78,634
2023-04-07,3019.79,5342.51,380004.68,0.0,0.0,437
2025-03-14,1218.19,2848.8,296847.11,0.0,0.0,556
2023-10-25,1593.23,3252.42,74914.38,0.0,0.0,736
2022-05-01,2717.43,5911.95,574360.86,3252.13,0.55,523
2025-03-13,2494.03,2801.16,263565.74,0.0,0.0,614
2022-09-15,1204.55,3693.89,254526.4,4678.96,1.27,802
2023-04-16,2322.16,5391.96,56093.85,0.0,0.0,579
2023-01-04,2570.8,4066.9,275830.09,0.0,0.0,496
2025-01-10,4970.3,6621.25,752777.59,0.0,0.0,450
2022-03-21,1876.21,3500.15,406070.92,0.0,0.0,421
2022-09-12,2254.64,2781.84,64556.15,0.0,0.0,518
2022-12-19,1169.81,2919.92,209977.05,0.0,0.0,615
2024-01-28,2914.74,7117.32,582218.76,8183.03,1.15,650
2022-02-03,1540.08,3597.79,100158.09,0.0,0.0,407
2025-07-05,356.48,500.0,20528.5,0.0,0.0,838
2024-09-26,1811.41,2671.6,177168.37,0.0,0.0,586
2021-08-04,1651.31,3919.15,127808.76,0.0,0.0,534
2023-01-03,5958.9,7926.61,530052.68,11662.56,1.47,464
2024-01-25,806.64,1863.51,92517.54,0.0,0.0,810
2022-11-18,448.48,675.98,62327.07,0.0,0.0,445
2022-06-05,2237.22,2667.25,48227.37,0.0,0.0,720
2022-07-01,3177.36,4689.93,411445.66,0.0,0.0,533
2024-12-29,3538.96,4498.2,193414.13,3262.32,0.73,572
2025-05-06,2725.04,4577.57,327209.3,11179.57,2.44,424
2024-08-25,4098.35,4587.51,541641.04,0.0,0.0,579
2024-06-20,3492.12,5831.88,74502.46,3969.63,0.68,666
2022-01-11,563.85,1857.48,8777.84,0.0,0.0,814
2022-12-08,1692.16,3608.28,100545.32,0.0,0.0,759
2023-01-12,1567.85,5132.16,356838.07,0.0,0.0,446
2024-03-05,1502.26,2565.77,259618.05,1500.75,0.58,600
2023-08-26,3511.03,4009.74,95488.84,3684.73,0.92,402
2023-01-16,3280.87,5312.94,33330.15,4958.84,0.93,763
2021-10-12,173.49,500.0,17828.14,0.0,0.0,417
2023-08-28,2301.19,7556.87,195191.13,4272.98,0.57,454
2025-04-24,4466.29,6660.15,318039.56,0.0,0.0,728
2025-04-30,3340.97,4355.15,476448.54,2989.36,0.69,731
2024-05-17,2097.39,3906.88,47472.9,4054.24,1.04,611
2023-01-31,2207.31,3026.63,68188.59,0.0,0.0,416
2024-11-16,2347.18,5228.26,343248.48,5006.71,0.96,435
2024-02-04,2445.32,2945.03,142807.51,0.0,0.0,310
2023-01-08,2653.79,3837.81,382573.43,3669.01,0.96,783
2021-11-01,1428.58,3970.05,50077.61,16004.33,4.03,595
2024-09-20,1983.02,3993.86,252438.74,0.0,0.0,359
2023-12-12,1595.93,2156.49,176400.17,8982.4,4.17,705
2024-04-24,1809.57,3294.41,127794.91,0.0,0.0,730
2022-06-22,775.07,1684.9,34860.92,0.0,0.0,322
2025-07-02,2430.16,7124.3,681274.1,4787.15,0.67,488
2024-07-20,4766.95,6126.16,31655.2,1414.28,0.23,656
2023-11-15,2938.53,6980.36,232352.74,33318.07,4.77,830
2022-03-28,1423.12,3135.26,146915.12,32697.6,10.43,335
2025-04-11,2858.66,4246.0,190850.39,0.0,0.0,787
2024-02-04,4463.51,6510.4,116894.59,0.0,0.0,727
2024-11-26,1797.69,4359.38,447954.14,0.0,0.0,822
2022-05-31,1250.44,1632.85,68997.33,1151.2,0.71,462
2025-07-09,1722.16,4185.91,115501.19,0.0,0.0,491
2023-01-25,4552.95,5853.82,618577.66,0.0,0.0,502
2025-06-23,5958.38,8420.04,406168.53,1487.95,0.18,408
2022-12-30,1292.67,2455.41,266837.56,0.0,0.0,787
2023-05-15,1943.45,4527.49,167471.59,0.0,0.0,669
2022-08-31,4041.71,6066.15,134089.1,0.0,0.0,310
2023-12-17,2781.37,5385.16,230763.01,7661.39,1.42,475
2024-07-28,4246.28,4754.18,392453.82,0.0,0.0,315
2021-08-31,688.19,1224.02,106362.53,1688.24,1.38,652
2024-03-02,1909.89,5453.34,157723.62,0.0,0.0,322
2024-05-14,2677.9,3842.31,171023.49,0.0,0.0,725
2021-10-08,2043.89,4286.16,352354.86,0.0,0.0,567
2021-11-19,3504.58,8715.99,273507.87,0.0,0.0,450
2023-03-06,2878.69,4384.53,85967.68,9174.48,2.09,740
2024-10-17,3777.54,4994.9,497967.2,0.0,0.0,745
2023-11-24,1426.74,3844.11,224364.38,0.0,0.0,657
2021-10-08,3052.72,4832.86,293229.21,8576.92,1.77,573
2024-08-28,2637.79,5845.42,510236.85,0.0,0.0,831
2022-09-18,1838.75,2329.18,219066.72,5261.62,2.26,316
2022-01-19,4075.36,6404.73,540191.65,0.0,0.0,566
2024-12-18,2574.28,3570.61,119786.04,4794.72,1.34,663
2021-09-21,502.56,1524.08,146608.48,0.0,0.0,576
2021-08-04,2979.74,4365.82,70586.61,20218.72,4.63,553
2025-01-26,1399.05,2249.19,220911.11,4771.85,2.12,450
2023-04-28,2085.9,5151.46,313272.64,226.67,0.04,685
2025-04-18,3309.04,5087.91,539415.85,0.0,0.0,773
2024-04-25,5593.19,6797.03,560123.09,1603.79,0.24,337
2024-06-05,3416.65,4034.5,463200.41,6193.71,1.54,499
2024-12-09,819.02,2666.99,9262.91,0.0,0.0,456
2025-02-12,1987.59,4226.1,148272.82,2985.78,0.71,710
2022-08-10,3023.87,3699.09,184958.93,22945.57,6.2,310
2022-05-22,1992.21,2846.1,180018.79,0.0,0.0,460
2022-05-06,2608.21,3851.73,94708.33,0.0,0.0,524
2023-10-29,2077.09,3455.68,171615.86,0.0,0.0,422
2021-08-28,2520.71,6685.57,800165.1,0.0,0.0,362
2024-03-01,154.99,500.0,49787.71,0.0,0.0,671
2023-08-17,219.53,500.0,21689.08,0.0,0.0,837
2025-07-08,2364.27,3708.41,36917.52,0.0,0.0,746
2021-11-14,4306.85,7204.52,761547.59,0.0,0.0,604
2024-05-26,2648.73,3316.23,83083.69,0.0,0.0,649
2022-12-08,1660.57,4895.01,582151.39,1572.73,0.32,829
2024-02-04,3983.52,6096.87,510251.31,18123.39,2.97,672
2022-03-30,5649.79,6472.28,607176.21,4457.37,0.69,408
2025-03-27,2473.62,2872.77,259298.84,0.0,0.0,680
2022-01-26,4822.36,6213.81,290391.81,4501.43,0.72,584
2025-03-09,1261.81,2238.26,134805.78,0.0,0.0,704
2023-10-29,894.13,1624.63,67182.14,0.0,0.0,336
2023-12-11,1114.08,2648.45,286974.54,1926.48,0.73,585
2022-07-12,1653.82,2087.93,38877.09,19063.72,9.13,475
2022-03-30,1946.43,3242.9,164505.91,19027.13,5.87,339
2024-11-27,4173.08,4734.13,507312.21,0.0,0.0,415
2023-10-16,2715.13,5642.62,62865.69,3205.36,0.57,822
2023-04-18,1786.31,3705.38,119201.91,7421.99,2.0,748
2022-02-24,2087.46,2643.11,97283.04,0.0,0.0,721
2024-07-14,1291.0,3381.94,15542.27,0.0,0.0,589
2023-09-30,3925.79,6510.44,226420.43,0.0,0.0,398
2024-03-03,2698.71,5085.96,354683.92,0.0,0.0,329
2023-05-10,2933.11,4319.45,154200.18,0.0,0.0,658
2024-05-21,2323.61,3445.8,355602.8,5879.89,1.71,705
2023-06-26,2213.59,2527.0,167973.39,0.0,0.0,711
2025-02-12,1944.99,3201.33,203031.01,2363.37,0.74,347
2023-02-05,1303.87,1549.58,28616.99,0.0,0.0,837
2023-07-09,2451.03,2796.86,175144.95,0.0,0.0,304
2022-05-26,871.5,2718.66,273074.06,4602.94,1.69,314
2024-12-09,4802.63,5418.38,148587.26,7724.64,1.43,829
2022-05-05,994.3,2896.51,231458.86,19887.66,6.87,626
2022-06-18,938.15,2587.73,93405.99,37421.71,14.46,464
2025-03-29,4093.2,5456.09,606625.75,0.0,0.0,422
2024-01-08,402.57,1150.37,74146.47,0.0,0.0,583
2024-08-21,4965.05,5627.51,29973.85,0.0,0.0,323
2024-03-20,261.5,615.28,10350.07,10656.1,17.32,728
2021-10-12,2180.43,5860.13,159526.95,0.0,0.0,525
2023-02-17,2671.25,3962.67,221994.86,1450.14,0.37,582
2023-06-10,1801.87,4589.2,418782.48,0.0,0.0,562
2024-07-10,2591.73,4194.74,108645.11,0.0,0.0,523
2021-10-21,2315.41,3952.17,254202.22,0.0,0.0,493
2024-11-11,4136.24,5590.41,396862.89,6306.83,1.13,409
2022-05-26,3589.04,4387.21,285552.55,2449.9,0.56,339
2023-01-07,3502.11,5373.56,610465.22,0.0,0.0,494
2025-03-24,1111.71,2861.15,99932.16,0.0,0.0,631
2024-01-20,1799.11,5514.02,64551.41,0.0,0.0,359
2023-04-20,4864.24,5839.12,75444.59,1712.21,0.29,707
2025-03-27,4245.13,6463.98,513973.01,0.0,0.0,539
2023-11-26,1666.69,2443.91,170490.82,0.0,0.0,409
2022-01-06,1417.18,1604.03,181510.06,4153.21,2.59,307
2023-01-16,2179.77,3690.26,379832.54,0.0,0.0,448
2024-08-25,1275.32,3264.54,284007.58,1152.62,0.35,493
2021-11-12,3847.43,4782.27,91520.55,24127.02,5.05,387
2024-06-30,2415.17,4462.5,369593.74,7387.97,1.66,512
2022-09-18,2227.63,2541.95,158953.64,12666.39,4.98,571
2023-08-02,3282.05,4460.3,179894.5,0.0,0.0,424
2025-07-09,1880.25,3424.58,222442.04,1674.51,0.49,739
2025-04-14,2470.06,4311.72,92846.71,0.0,0.0,484
2024-05-26,580.55,1231.74,68793.61,0.0,0.0,338
2023-01-16,2587.88,6369.97,415248.66,0.0,0.0,387
2022-10-27,2990.91,3720.25,147586.98,0.0,0.0,516
2022-10-23,2431.65,4364.73,300547.52,0.0,0.0,533
2025-07-16,470.43,844.36,49417.52,0.0,0.0,663
2025-06-30,2858.91,3336.24,205616.71,0.0,0.0,646
2025-01-30,3476.84,4525.1,416606.87,0.0,0.0,413
2022-04-10,4509.87,6364.84,405691.12,0.0,0.0,726
2022-05-26,214.2,500.0,50179.01,0.0,0.0,517
2025-01-13,3368.92,4828.95,471545.47,1036.44,0.21,541
2023-05-23,1767.72,5884.07,141348.29,0.0,0.0,828
2021-09-25,1929.19,4353.99,125427.26,46031.76,10.57,321
2021-09-28,822.87,1500.58,93305.23,0.0,0.0,706
2023-08-07,4593.08,5761.81,9621.21,7199.19,1.25,603
2023-02-12,361.63,1026.58,16562.27,20803.56,20.26,316
2021-12-23,1570.99,2698.21,180728.27,0.0,0.0,774
2025-04-10,2331.61,3721.32,285694.39,7827.32,2.1,468
2023-01-04,1201.58,1879.06,77837.09,10498.93,5.59,437
2022-07-31,2796.26,3314.89,271181.48,2148.52,0.65,848
2023-05-10,1412.76,3533.53,320138.44,0.0,0.0,572
2022-10-13,2649.95,3734.82,293929.95,0.0,0.0,570
2024-11-21,2116.74,3411.87,284855.95,0.0,0.0,718
2022-03-25,2445.34,4598.45,439404.78,19471.15,4.23,691
2022-07-26,631.86,2074.31,199669.17,0.0,0.0,396
2021-08-30,6662.9,7921.07,220253.95,2492.17,0.31,781
2024-01-23,4852.88,5535.34,493161.44,0.0,0.0,758
2024-03-23,2867.68,3602.69,232154.49,0.0,0.0,666
2025-07-14,6320.91,7303.4,118904.34,0.0,0.0,611
2025-02-24,5800.37,6821.29,515117.59,4625.67,0.68,554
2024-08-13,2689.66,4446.53,125639.71,0.0,0.0,678
2025-06-16,4496.44,5893.93,562848.66,0.0,0.0,696
2023-02-04,2257.74,4099.65,359735.86,0.0,0.0,738
2023-05-27,4461.41,5729.65,92025.67,0.0,0.0,437
2024-12-07,203.71,500.0,24721.97,755.93,1.51,361
2024-05-05,2078.15,5865.56,695994.69,0.0,0.0,359
2021-08-17,3774.91,7414.99,164277.3,12060.73,1.63,669
2025-04-29,2450.83,3467.79,223011.59,3033.74,0.87,798
2022-12-28,2751.07,5731.87,63003.69,4410.64,0.77,518
2023-05-30,975.67,1426.53,79700.43,0.0,0.0,303
2023-12-29,256.73,500.0,14552.64,0.0,0.0,460
2021-12-11,2256.74,3237.41,115205.33,0.0,0.0,378
2021-09-17,1516.14,3463.94,122093.49,0.0,0.0,768
2023-02-07,3303.5,3769.7,174953.37,0.0,0.0,353
2025-06-05,2477.16,4059.97,360790.69,0.0,0.0,499
2023-12-18,2833.73,3856.32,391015.34,0.0,0.0,509
2021-12-24,2802.76,3735.06,61531.59,845.48,0.23,686
2023-04-14,3036.58,4251.14,138446.28,0.0,0.0,792
2023-12-24,316.48,968.74,18578.42,3577.05,3.69,843
2024-01-16,1381.38,1682.44,173813.29,16104.07,9.57,415
2024-03-04,4610.68,7130.92,39328.27,0.0,0.0,499
2023-04-13,3426.33,3915.46,125884.28,0.0,0.0,782
2025-06-11,5342.47,6039.18,181073.02,0.0,0.0,814
2021-08-18,1760.27,1970.83,209429.29,0.0,0.0,368
2024-03-24,2380.73,4990.7,397065.34,0.0,0.0,718
2021-12-13,2679.28,4426.91,50939.3,0.0,0.0,315
2021-12-01,6471.03,8815.74,383270.18,1086.15,0.12,530
2024-05-19,295.73,962.66,42990.45,13885.08,14.42,346
2024-07-05,2239.96,3544.03,252300.71,0.0,0.0,326
2024-07-27,3662.15,4772.76,276370.9,0.0,0.0,410
2023-10-03,311.45,887.18,37530.36,0.0,0.0,332
2022-02-23,1715.86,2168.47,192194.35,2862.29,1.32,371
2024-12-15,1563.62,2970.44,237825.56,14329.06,4.82,671
2021-11-22,1693.09,4912.91,513703.4,6234.4,1.27,504
2022-10-20,3006.9,3472.67,21825.75,12943.12,3.73,657
2022-12-21,3425.15,3941.99,199153.74,58.39,0.01,487
2021-12-24,5175.64,8562.64,628986.61,0.0,0.0,616
2022-05-07,2573.37,3479.64,259988.88,0.0,0.0,464
2024-07-26,293.39,500.0,19912.71,121.25,0.24,448
2023-01-28,1530.84,3781.61,244158.29,6624.08,1.75,687
2025-03-03,305.58,500.0,8665.51,0.0,0.0,404
2022-10-01,244.08,500.0,8095.46,11169.4,22.34,767
2024-04-18,1192.23,1403.14,121919.77,4150.44,2.96,795
2025-07-17,6805.05,8159.96,913798.18,0.0,0.0,670
2025-07-11,2777.24,4336.39,430145.91,8023.0,1.85,372
2022-11-16,1487.77,3478.37,205113.47,0.0,0.0,737
2023-01-19,558.64,738.31,72300.36,0.0,0.0,477
2024-04-11,2946.81,4758.82,270085.25,9404.9,1.98,611
2023-06-20,2610.81,6194.41,352208.89,0.0,0.0,466
2022-09-27,2877.36,4247.95,340132.68,0.0,0.0,416
2022-09-13,889.68,1813.0,32924.85,0.0,0.0,789
2024-03-13,2616.88,5174.5,332283.96,10783.21,2.08,643
2022-10-03,2154.17,2721.48,209271.44,709.2,0.26,571
2023-05-29,3928.33,4494.62,262914.85,0.0,0.0,650
2022-09-19,1027.23,1450.32,150539.9,2944.77,2.03,720
2024-01-28,981.81,1332.8,66541.24,12698.98,9.53,509
2023-01-16,1278.05,3114.94,19812.71,0.0,0.0,553
2024-03-28,5421.44,7054.63,653688.55,0.0,0.0,346
2022-01-11,1396.77,1879.47,85210.23,0.0,0.0,385
2025-03-04,2593.21,4171.94,83557.27,6929.15,1.66,791
2023-11-10,1813.49,2372.44,82459.3,0.0,0.0,737
2023-02-03,2327.87,3391.76,184300.94,0.0,0.0,490
2024-12-02,781.42,1003.1,111650.46,949.17,0.95,475
2024-03-20,2833.14,3509.8,71015.33,9465.93,2.7,312
2022-05-27,3999.55,5107.9,115990.36,369.58,0.07,408
2024-08-05,1014.33,2168.55,37881.33,0.0,0.0,801
2022-01-29,2533.16,4440.17,236159.63,0.0,0.0,343
2022-07-08,3781.88,4481.89,126253.95,3501.85,0.78,756
2021-12-29,2922.32,3432.21,330537.57,0.0,0.0,661
2023-05-29,3250.01,7413.58,485927.35,0.0,0.0,507
2025-05-31,5347.49,6183.43,164744.11,0.0,0.0,320
2022-09-21,470.66,763.22,18758.81,0.0,0.0,823
2023-09-17,2701.35,6418.53,535035.56,1442.22,0.22,546
2021-11-21,2810.08,4351.85,53081.09,0.0,0.0,708
2024-10-20,1210.6,3471.93,213642.14,0.0,0.0,396
2022-04-04,1701.0,3390.39,405792.09,0.0,0.0,643
2021-08-10,260.15,738.99,15308.24,0.0,0.0,826
2024-11-25,3484.16,4468.98,346055.63,0.0,0.0,702
2024-09-26,3877.59,5125.96,250519.28,0.0,0.0,793
2023-04-25,2911.21,3589.0,330667.08,0.0,0.0,439
2024-03-30,1483.56,2146.68,123040.49,3656.97,1.7,655
2025-04-09,2350.53,2896.91,87807.39,1704.64,0.59,702
2025-02-15,1720.81,3888.86,426497.51,0.0,0.0,714
2022-08-20,3221.89,4147.91,468605.74,0.0,0.0,360
2023-07-23,2189.71,4057.89,40563.12,0.0,0.0,785
2025-01-24,1951.32,2572.91,6232.33,0.0,0.0,840
2024-01-09,2955.14,3525.49,111254.25,5211.66,1.48,342
2024-11-13,1011.21,1640.06,187198.27,0.0,0.0,398
2022-07-30,1240.36,3558.2,379015.22,0.0,0.0,601
2022-06-29,553.45,1092.92,6891.9,3724.18,3.41,611
2022-10-19,1970.47,3848.06,455015.64,0.0,0.0,788
2023-06-04,1344.1,1654.53,183364.0,0.0,0.0,816
2024-11-01,675.42,1418.29,68902.19,0.0,0.0,341
2022-09-01,1968.96,4062.87,14549.26,0.0,0.0,738
2021-08-06,1619.32,2874.08,114144.76,33384.05,11.62,634
2023-05-14,4008.05,5254.43,529067.14,570.69,0.11,639
2024-02-25,1152.68,2920.64,259938.79,0.0,0.0,813
2023-09-15,2418.45,5882.08,667325.32,0.0,0.0,824
2023-08-21,4809.29,6412.43,339175.49,0.0,0.0,495
2023-02-14,150.41,500.0,57104.24,3341.07,6.68,801
2023-11-23,4589.35,5127.23,588044.71,0.0,0.0,308
2025-01-27,1150.17,2583.55,10267.47,4079.1,1.58,641
2023-01-14,811.66,1715.7,12052.32,0.0,0.0,652
2022-01-13,1728.57,3771.47,227103.04,4624.47,1.23,634
2023-04-08,873.94,2777.74,27887.24,0.0,0.0,512
2023-03-20,1675.82,3298.02,218384.3,4887.0,1.48,395
2024-02-25,2032.78,4728.19,204979.18,0.0,0.0,354
2025-06-17,1781.36,3345.25,390260.39,0.0,0.0,542
2021-11-21,2044.69,6337.74,216375.66,0.0,0.0,606
2024-01-17,2031.03,5089.34,99390.9,0.0,0.0,573
2023-11-24,514.56,1025.52,16786.89,0.0,0.0,684
2024-10-31,1867.05,2700.07,29266.63,0.0,0.0,665
2023-08-21,1225.07,2401.99,155178.62,7609.3,3.17,583
2025-04-05,4262.0,5856.89,598995.59,10358.8,1.77,757
2023-02-28,2130.8,4203.39,210579.53,9871.11,2.35,695
2024-05-28,3750.77,7017.02,68580.03,4599.02,0.66,661
2022-09-24,620.54,1398.68,65773.16,0.0,0.0,713
2024-12-08,1141.26,3345.73,187029.47,2027.44,0.61,736
2022-10-08,200.72,500.0,14803.07,0.0,0.0,678
2023-11-01,2424.73,3362.76,96921.09,0.0,0.0,800
2021-10-13,2282.11,3123.03,104062.83,20606.16,6.6,754
2023-09-22,3501.28,6314.96,519051.82,0.0,0.0,351
2024-12-12,1558.16,4636.96,270710.16,4820.15,1.04,421
2022-01-30,351.19,500.0,17020.74,0.0,0.0,673
2022-07-26,6359.85,8092.28,296814.84,0.0,0.0,839
2025-06-22,2268.04,4826.84,114445.61,0.0,0.0,519
2022-10-29,2741.4,4707.47,95881.26,8717.99,1.85,674
2023-10-28,3439.5,5391.15,266798.43,5768.51,1.07,626
2023-01-02,929.53,2449.65,251867.81,0.0,0.0,751
2024-12-25,354.31,504.38,3895.44,2059.84,4.08,335
2023-03-12,2099.79,2540.32,195004.84,0.0,0.0,668
2021-09-28,4418.33,6445.46,166377.16,0.0,0.0,481
2021-08-26,1929.71,3237.41,86115.79,0.0,0.0,694
2023-05-01,2618.12,5410.1,156525.91,41237.15,7.62,444
2024-04-16,279.17,859.03,19687.38,5585.64,6.5,460
2022-03-19,1792.07,5664.07,220240.94,0.0,0.0,365
2023-02-22,2403.26,3705.52,8435.17,0.0,0.0,371
2022-11-16,2468.8,4750.94,268807.81,0.0,0.0,566
2023-05-10,1133.01,1950.46,102083.23,0.0,0.0,305
2021-10-01,2279.99,4701.31,230667.6,0.0,0.0,655
2025-07-21,2735.48,3099.15,56817.45,3527.42,1.14,733
2024-01-05,1036.27,2597.8,182414.75,6094.0,2.35,772
2023-05-07,1935.3,2897.16,315254.0,18740.17,6.47,472
2024-10-17,1794.14,2955.49,118298.0,0.0,0.0,308
2025-02-14,2231.63,3708.82,329039.32,0.0,0.0,680
2023-07-11,1289.71,3375.09,196119.5,0.0,0.0,404
2023-12-06,1821.07,4293.59,465801.48,15348.95,3.57,536
2021-08-09,1143.5,3488.14,61326.64,0.0,0.0,379
2024-06-19,2535.53,4795.82,288100.08,0.0,0.0,465
2024-10-03,290.58,907.85,102754.91,0.0,0.0,564
2022-06-18,2554.82,4264.9,6487.51,0.0,0.0,795
2023-01-23,5722.15,7440.66,514837.68,7110.09,0.96,582
2021-12-31,3661.1,5773.63,333450.14,873.33,0.15,322
2022-12-20,1727.2,2349.94,119730.34,0.0,0.0,524
2024-07-26,179.23,500.0,27821.14,0.0,0.0,461
2022-10-15,1358.67,3865.99,96143.32,0.0,0.0,349
2023-05-20,4385.87,5679.11,34256.64,14345.69,2.53,579
2024-11-09,1916.75,3987.91,153054.92,0.0,0.0,606
2024-01-08,2022.89,4068.33,378188.89,503.98,0.12,662
2023-04-25,5188.95,6350.18,265066.46,0.0,0.0,694
2024-08-03,1235.29,3278.14,325800.93,11672.5,3.56,404
2023-02-07,2248.46,4803.98,384082.53,0.0,0.0,636
2022-05-14,4607.06,5209.88,158288.71,3133.88,0.6,642
2023-08-10,3422.38,6213.92,497950.0,0.0,0.0,465
2024-02-08,2379.19,3021.93,213964.06,0.0,0.0,380
2021-11-03,1641.0,3252.41,289475.1,0.0,0.0,770
2022-06-06,3051.87,4203.52,154030.07,6465.47,1.54,340
2024-02-02,4519.05,5760.12,188031.89,1665.0,0.29,830
2023-09-29,1992.94,3790.5,128723.83,0.0,0.0,817
